CUSTOMER_KEY,TRIAL_CUSTOMER_TYPE,CONTROL_GROUP_FLAG,TARIFF_PRODUCT_CD,FEEDBACK_TECH1_PRODUCT_CD,FEEDBACK_TECH2_PRODUCT_CD,LIFESTYLE_AUDIT_PRODUCT_CD,INFERRED_CELL,VERIFIED_CELL,SERVICE_TYPE,GENERAL_SUPPLY_CNT,CONTROLLED_LOAD_CNT,NET_SOLAR_CNT,GROSS_SOLAR_CNT,OTHER_LOAD_CNT,SERVICE_LOC_STATUS_NAME,ASSRTD_CLIMATE_ZONE_CD,ASSRTD_CLIMATE_ZONE_DESC,ASSRTD_DWELLING_TYPE_CD,ASSRTD_GAS_USAGE_GROUP_CD,ASSRTD_ELECTRICITY_USE_GRP_CD,DWELLING_TYPE_CD,DRYER_USAGE_CD,REDUCING_CONSUMPTION_CD,AIRCON_TYPE_CD,NUM_REFRIGERATORS,NUM_ROOMS_HEATED,HAS_GENERATION,HAS_INTERNET_ACCESS,HAS_GAS,HAS_GAS_HEATING,HAS_GAS_HOT_WATER,HAS_GAS_COOKING,HAS_POOLPUMP,HAS_AIRCON,HAS_GAS_OTHER_APPLIANCE,IS_HOME_DURING_DAYTIME,HAS_AGREED_TO_SMS,SMART_METER_INSTALLATION_DATE,LIFESTYLE_AUDIT_PERFORMED_DATE,PROVISIONING_COMPLETE_DATE,OFFER_WITHDRAWN_DATE,ACCEPTANCE_WITHDRAWN_DATE,OPERATION_START_DATE,OPERATION_FINISH_DATE,AGREEMENT_EXIT_REASON
8143479,Control,Y,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27-Jun-12,,,,,,,
8143507,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
8143511,Network,N,,,,NETLSA,38,36.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,LOW,HI,SplitSystem,3.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,5-Dec-11,,5-Oct-12,,,5-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8143533,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,21-Apr-12,,,,,,,
8143537,Network,N,,NETPOR,,,48,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,HI,MED,SplitSystem,2.0,0.0,N,Y,N,N,N,N,Y,Y,N,N,N,24-Mar-12,,14-Jun-13,,,14-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8143563,Control,Y,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Dec-11,,,,,,,
8143599,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
8144653,Network,N,,,,,16,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28-Jul-12,,,,,,,
8144679,Network,N,,,,,16,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,15-Aug-12,,,,,,,
8144683,Network,N,NETDPRPPE,,,,52,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,MED,SeparateHouse,NONE,LOW,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,13-Aug-12,,1-Nov-12,,,1-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8144689,Control,Y,,,,,52,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,17-Aug-12,,,,,,,
8144705,Network,N,,,,,88,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Aug-12,,,,,,,
8144715,Network,N,,NETPOR,NETSIHD,,16,26.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,LOW,SeparateHouse,LOW,HI,SplitSystem,1.0,1.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,9-Feb-12,,3-Dec-12,,,3-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8144977,Control,Y,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Feb-12,,,,,,,
8145239,Control,Y,,,,,72,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3-Apr-12,,,,,,,
8145435,Network,N,NETDPRPPE,,,,36,36.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,1-Mar-12,,6-Dec-12,,,6-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8145485,Network,N,,,,,72,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26-Mar-12,,,,,,,
8145499,Network,N,,,,,36,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,26-Mar-12,,,,,,,
8145501,Network,N,,,,,76,72.0,Domestic,2,2,2,0,0,Not a Customer,5,Warm temperate,NotUnit,HI,HI,SeparateHouse,MED,NONE,Ducted,2.0,2.0,Y,N,Y,Y,N,N,Y,Y,N,N,Y,16-Mar-12,,,,,,,
8145997,Network,N,NETDPRPPE,,,,50,40.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,3.0,N,N,Y,Y,N,N,N,Y,Y,N,Y,26-May-12,,17-Oct-12,,,17-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8146001,Network,N,,,,,50,48.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,,2.0,0.0,N,Y,N,N,N,N,N,N,N,N,N,26-May-12,,,,,,,
8146007,Control,Y,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Jun-12,,,,,,,
8146067,Control,Y,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Jun-12,,,,,,,
8146093,Network,N,NETDPRPPE,,,,98,84.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,NONE,MED,Ducted,4.0,0.0,N,N,N,N,N,N,Y,Y,N,N,Y,3-Mar-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8146131,Control,Y,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9-Jul-12,,,,,,,
8146235,Network,N,NETDPRPPE,,,,38,36.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,LOW,MED,SplitSystem,2.0,0.0,N,N,N,N,N,N,Y,Y,N,N,Y,31-Mar-12,,3-Oct-12,,,3-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8147121,Control,Y,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,31-Jul-12,,,,,,,
8147529,Network,N,,,,,86,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Jul-12,,,,,,,
8147647,Network,N,,,,,72,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8147683,Network,N,,NETPOR,,,60,48.0,Domestic,3,2,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,MED,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,Y,Y,N,N,Y,3-Feb-12,,13-Dec-12,,,13-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8147769,Network,N,NETDPRPPE,,,,72,72.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,Y,Y,N,N,Y,13-Jul-12,,29-Nov-12,,,29-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8147795,Network,N,,NETPOR,,,38,36.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,LOW,LOW,SplitSystem,2.0,0.0,N,Y,Y,N,N,Y,N,Y,N,N,Y,26-Jul-12,,8-Jun-13,,,8-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8147809,Control,Y,,,,,2,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jul-12,,,,,,,
8147839,Network,N,,NETPOR,,,38,36.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,MED,LOW,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,3-Jul-12,,23-Jul-13,,,23-Jul-13,28-Feb-14,OPTOUTNETWKCLOSE
8147865,Network,N,,,,,2,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jul-12,,,,,,,
8147889,Control,Y,,,,,72,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jul-12,,,,,,,
8147897,Network,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,3-Jul-12,,,,,,,
8147919,Network,N,,,,NETLSA,74,84.0,Domestic,1,1,0,0,0,Opted Out,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,NONE,HI,,1.0,0.0,N,N,Y,N,N,Y,N,N,N,N,Y,24-Jul-12,,27-Oct-12,,,27-Oct-12,11-Sep-13,OptOutExit
8147929,Network,N,,,,,2,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Jul-12,,,,,,,
8147939,Network,N,,NETPOR,,,38,60.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,Ducted,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,24-Jul-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8148065,Network,N,,NETPOR,,,26,0.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,NONE,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,N,19-Jun-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8149571,Network,N,,NETPOR,,,86,96.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,HI,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,23-Jul-12,,26-Oct-12,,,26-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8149575,Network,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8149579,Network,N,,,,,14,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8149599,Network,N,,NETPOR,,,50,48.0,Domestic,1,1,0,0,0,Moved Out,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,0.0,N,Y,Y,N,N,Y,N,Y,N,N,Y,4-May-12,,17-Oct-12,,,17-Oct-12,17-Dec-12,OptOutMoveOut
8149707,Control,Y,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8149723,Network,N,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Aug-12,,,,,,,
8149889,Network,N,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Mar-12,,,,,,,
8149995,Network,N,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Feb-12,,,,,,,
8150117,Control,Y,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9-Jul-12,,,,,,,
8150347,Network,N,,NETPOR,,,48,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,31-May-12,,12-Jun-13,,,12-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8150435,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,14-Jun-12,,,,,,,
8150621,Network,N,NETDPRPPE,,,,36,60.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,Ducted,3.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,29-Jun-12,,20-Nov-12,,,20-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8150733,Network,N,,,,,86,84.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,MED,MED,SplitSystem,2.0,1.0,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,2-Mar-12,,,,,,,
8151703,Network,N,,,,,14,12.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,NONE,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,7-Aug-12,,,,,,,
8151705,Network,N,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Feb-12,,,,,,,
8151709,Network,N,,NETPOR,,,50,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,MED,MED,,2.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,30-May-12,,22-Jul-13,,,22-Jul-13,28-Feb-14,OPTOUTNETWKCLOSE
8151713,Network,N,,NETPOR,,,14,14.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,2.0,N,Y,Y,Y,N,Y,N,Y,N,N,Y,18-May-12,,12-Jun-13,,,12-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8151717,Network,N,,,,,86,,Domestic,2,0,0,1,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Apr-12,,,,,,,
8151815,Network,N,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
8151837,Network,N,,NETPOR,,,50,52.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,LOW,HI,SplitSystem,1.0,2.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,21-Feb-12,,12-Jun-13,,,12-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8151865,Network,N,,NETPOR,,,86,88.0,Domestic,2,0,0,1,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,MED,MED,Ducted,2.0,0.0,Y,Y,Y,N,Y,Y,N,Y,N,N,Y,23-Mar-12,,26-Jul-13,,,26-Jul-13,28-Feb-14,OPTOUTNETWKCLOSE
8151873,Network,N,,,,,14,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
8151875,Network,N,,NETPOR,NETSPLUG,,86,86.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,NONE,HI,Ducted,1.0,2.0,N,Y,Y,Y,N,Y,Y,Y,N,N,Y,30-May-12,,14-May-13,,,14-May-13,28-Feb-14,OPTOUTNETWKCLOSE
8151887,Network,N,,NETPOR,,,14,14.0,Domestic,1,0,0,0,0,Opted Out,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,Y,Y,N,Y,Y,N,Y,N,N,Y,16-Feb-12,,12-Jun-13,,,12-Jun-13,12-Jun-13,OptOutExit
8151897,Network,N,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Mar-12,,,,,,,
8152329,Control,Y,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8152379,Network,N,,,,,48,,Domestic,1,1,1,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9-Mar-12,,,,,,,
8152953,Control,Y,,,,,60,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,17-May-12,,,,,,,
8152985,Network,N,,,,,24,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,19-Jun-12,,,,,,,
8152989,Network,N,,,,,24,,Domestic,2,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Dec-12,,,,,,,
8152997,Network,N,NETDPRPPE,,,,60,60.0,Domestic,2,2,1,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,NONE,MED,SplitSystem,2.0,0.0,Y,Y,N,N,N,N,Y,Y,N,N,Y,7-Aug-12,,17-Nov-12,,,17-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8154329,Network,N,NETDPRPPE,,,,36,36.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,HI,SplitSystem,3.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,18-Aug-12,,20-Dec-12,,,20-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8154361,Network,N,,NETPOR,,,72,96.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,HI,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,18-May-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8154379,Network,N,,,,,24,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,HI,SplitSystem,1.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,19-Jan-12,,,,,,,
8154425,Network,N,,,,NETLSA,36,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,14-Aug-12,,3-Oct-12,,,3-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8154603,Network,N,,,,,36,,Domestic,2,2,1,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Jan-12,,,,,,,
8154605,Network,N,,NETPOR,,,96,96.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,19-Jan-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8155981,Control,Y,,,,,98,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Aug-12,,,,,,,
8155987,Control,Y,,,,,98,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
8156025,Network,N,,,,,62,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jun-12,,,,,,,
8156069,Network,N,,,,,50,,Domestic,1,1,1,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,8-Jun-12,,,,,,,
8156095,Control,Y,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Aug-12,,,,,,,
8156179,Network,N,,NETPOR,,,0,4.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,Y,Y,N,Y,N,N,Y,N,N,N,23-Jul-12,,27-Nov-12,,,27-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8156187,Network,N,,,,,0,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Jul-12,,,,,,,
8156193,Network,N,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Jul-12,,,,,,,
8156257,Control,Y,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Aug-12,,,,,,,
8156271,Network,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,9-Feb-12,,,,,,,
8156495,Network,N,,,,,48,60.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,N,17-Jul-12,,,,,,,
8156505,Control,Y,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,7-Jul-12,,,,,,,
8156539,Network,N,,NETPOR,,,12,24.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,N,14-Jul-12,,19-Oct-12,,,19-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8156623,Control,Y,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27-Jul-12,,,,,,,
8156637,Network,N,NETDPRPPE,,,,84,84.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,HI,SplitSystem,8.0,2.0,N,Y,Y,Y,N,N,Y,Y,N,N,Y,23-Feb-12,,11-Dec-12,,,11-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8156647,Network,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27-Jul-12,,,,,,,
8156649,Control,Y,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jul-12,,,,,,,
8156651,Control,Y,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Jul-12,,,,,,,
8156659,Network,N,,,,,38,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Apr-12,,,,,,,
8156661,Control,Y,,,,,2,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,24-Jul-12,,,,,,,
