CUSTOMER_KEY,TRIAL_CUSTOMER_TYPE,CONTROL_GROUP_FLAG,TARIFF_PRODUCT_CD,FEEDBACK_TECH1_PRODUCT_CD,FEEDBACK_TECH2_PRODUCT_CD,LIFESTYLE_AUDIT_PRODUCT_CD,INFERRED_CELL,VERIFIED_CELL,SERVICE_TYPE,GENERAL_SUPPLY_CNT,CONTROLLED_LOAD_CNT,NET_SOLAR_CNT,GROSS_SOLAR_CNT,OTHER_LOAD_CNT,SERVICE_LOC_STATUS_NAME,ASSRTD_CLIMATE_ZONE_CD,ASSRTD_CLIMATE_ZONE_DESC,ASSRTD_DWELLING_TYPE_CD,ASSRTD_GAS_USAGE_GROUP_CD,ASSRTD_ELECTRICITY_USE_GRP_CD,DWELLING_TYPE_CD,DRYER_USAGE_CD,REDUCING_CONSUMPTION_CD,AIRCON_TYPE_CD,NUM_REFRIGERATORS,NUM_ROOMS_HEATED,HAS_GENERATION,HAS_INTERNET_ACCESS,HAS_GAS,HAS_GAS_HEATING,HAS_GAS_HOT_WATER,HAS_GAS_COOKING,HAS_POOLPUMP,HAS_AIRCON,HAS_GAS_OTHER_APPLIANCE,IS_HOME_DURING_DAYTIME,HAS_AGREED_TO_SMS,SMART_METER_INSTALLATION_DATE,LIFESTYLE_AUDIT_PERFORMED_DATE,PROVISIONING_COMPLETE_DATE,OFFER_WITHDRAWN_DATE,ACCEPTANCE_WITHDRAWN_DATE,OPERATION_START_DATE,OPERATION_FINISH_DATE,AGREEMENT_EXIT_REASON
8657123,Network,N,,,,,0,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Apr-12,,,,,,,
8657173,Network,N,NETDPRPPE,,,,0,0.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,LOW,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,16-Aug-12,,28-Nov-12,,,28-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8657249,Network,N,,,,NETLSA,48,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,HI,HI,SplitSystem,1.0,0.0,N,Y,Y,N,N,Y,N,Y,N,N,Y,13-Apr-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8657309,Network,N,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,16-Aug-12,,,,,,,
8657503,Network,N,,,,,72,96.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,LOW,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,15-Aug-12,,,,,,,
8657523,Network,N,,,,,0,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,14-Aug-12,,,,,,,
8657555,Network,N,,NETPOR,,,36,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,17-Aug-12,,29-Oct-12,,,29-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8657561,Network,N,,,,,0,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,15-Aug-12,,,,,,,
8657569,Network,N,,,,,0,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,5-May-12,,,,,,,
8657599,Network,N,,,,,0,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,LOW,SplitSystem,1.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,15-Aug-12,,,,,,,
8657607,Control,Y,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Oct-11,,,,,,,
8657641,Control,Y,,,,,72,,Domestic,2,1,1,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,24-Jul-12,,,,,,,
8657643,Network,N,,,,,0,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,17-Aug-12,,,,,,,
8657685,Network,N,,,,NETLSA,72,72.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,MED,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,15-Aug-12,,23-Oct-12,,,23-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8657817,Network,N,NETDPRPPE,,,,2,0.0,Domestic,1,1,0,0,0,Opted Out,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,Y,12-May-12,,26-Nov-12,,,26-Nov-12,28-Nov-12,OptOutExit
8657819,Network,N,,,,,38,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-May-12,,,,,,,
8657843,Control,Y,,,,,2,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-May-12,,,,,,,
8657895,Network,N,,,,,74,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8657925,Network,N,NETDPRPPE,,,,2,0.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,11-May-12,,2-Oct-12,,,2-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8657991,Network,N,NETDPRPPE,,,,2,4.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,1.0,N,N,Y,Y,Y,Y,N,Y,N,N,Y,8-Jun-12,,3-Oct-12,,,3-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8658033,Control,Y,,,,,2,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Aug-12,,,,,,,
8658035,Network,N,,NETPOR,,,38,36.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,MED,HI,SplitSystem,3.0,0.0,N,Y,Y,N,N,Y,N,Y,N,N,Y,8-Jun-12,,14-Jun-13,,,14-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8658057,Network,N,,,,,74,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Jun-12,,,,,,,
8658063,Network,N,NETDPRPPE,,,,2,28.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,MED,MED,SplitSystem,2.0,3.0,N,N,Y,Y,Y,N,Y,Y,N,N,Y,5-Jun-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8658161,Network,N,,,,,74,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-May-12,,,,,,,
8658175,Network,N,NETDPRPPE,,,,2,16.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,HI,MED,,1.0,2.0,N,Y,Y,Y,Y,N,N,N,N,N,Y,23-Aug-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8658177,Network,N,,,,,2,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,4-Apr-13,,,,,,,
8658187,Network,N,,NETPOR,,,36,40.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,HI,SplitSystem,1.0,0.0,N,Y,Y,N,Y,Y,N,Y,N,N,Y,7-Mar-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8658207,Network,N,,,,,2,4.0,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,LOW,SplitSystem,2.0,2.0,N,N,Y,Y,Y,Y,N,Y,N,N,N,26-Jul-12,,,,,,,
8659506,Control,Y,,,,,14,,Domestic,2,2,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,27-Apr-12,,,,,,,
8659512,Control,Y,,,,,86,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Jul-12,,,,,,,
8659772,Network,N,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,29-Feb-12,,,,,,,
8659812,Control,Y,,,,,36,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Aug-12,,,,,,,
8659992,Network,N,,,,,86,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jul-12,,,,,,,
8660192,Network,N,,,,,62,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,1-Mar-12,,,,,,,
8661240,Network,N,,,,,84,,Domestic,2,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,10-Aug-12,,,,,,,
8661314,Network,N,,,,,12,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,22-Nov-11,,,,,,,
8661390,Network,N,,,,,38,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
8661426,Control,Y,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jun-12,,,,,,,
8661428,Network,N,NETDPRPPE,,,,2,4.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,LOW,SplitSystem,1.0,0.0,N,Y,Y,N,Y,Y,N,Y,N,N,Y,12-Jun-12,,28-Nov-12,,,28-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8661544,Network,N,,,,,0,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,LOW,,1.0,0.0,N,N,N,N,N,N,N,N,N,N,N,17-Aug-12,,,,,,,
8661616,Network,N,NETDPRPPE,,,,96,84.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,LOW,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,Y,24-Jan-12,,3-Oct-12,,,3-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8661624,Network,N,,NETPOR,,,72,72.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,LOW,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,N,5-Apr-12,,3-Oct-12,,,3-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8661632,Network,N,,NETPOR,,,36,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,NONE,MED,Ducted,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,18-Aug-12,,15-Nov-12,,,15-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8661802,Control,Y,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,24-Jul-12,,,,,,,
8661894,Network,N,,NETPOR,,,84,84.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,NONE,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,25-Jul-12,,14-Jun-13,,,14-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8662370,Network,N,,NETPOR,,,50,52.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,LOW,HI,SplitSystem,4.0,1.0,N,Y,Y,Y,N,Y,N,Y,Y,N,Y,29-Mar-12,,20-Dec-12,,,20-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8662534,Network,N,,,,,26,24.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,MED,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,8-Aug-12,,,,,,,
8662538,Network,N,,NETPOR,,,62,60.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,MED,LOW,Ducted,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,N,8-Aug-12,,19-Nov-12,,,19-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8662542,Network,N,,NETPOR,,,26,24.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,NONE,HI,SplitSystem,2.0,0.0,N,Y,N,N,N,N,Y,Y,N,N,Y,8-Aug-12,,17-Nov-12,,,17-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8662592,Network,N,,NETPOR,,,98,96.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,MED,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,7-Aug-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8662774,Network,N,,,,,24,,Domestic,2,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,18-May-12,,,,,,,
8662808,Network,N,,NETPOR,,,60,36.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,NONE,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,N,3-Jul-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8662812,Network,N,,NETPOR,NETSIHD,,24,0.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,LOW,SplitSystem,2.0,0.0,N,Y,Y,N,N,Y,N,Y,N,N,Y,20-Jan-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8663320,Network,N,,NETPOR,,,48,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,SplitSystem,3.0,0.0,N,Y,N,N,N,N,N,Y,N,N,N,23-Jul-12,,20-Nov-12,,,20-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8663514,Network,N,,,,,74,,Domestic,1,1,1,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,HI,,,,,,,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,7-May-12,,,,,,,
8663540,Network,N,,,,,38,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,5-Mar-12,,,,,,,
8663748,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663756,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663758,Network,N,NETDPRPPE,,,,6,6.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,LOW,Unit,NONE,HI,,1.0,0.0,N,N,N,N,N,N,N,N,N,N,Y,13-Jul-12,,29-Nov-12,,,29-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8663764,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663766,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663768,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663788,Control,Y,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663808,Network,N,,NETPOR,NETSIHD,,6,6.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,LOW,Unit,MED,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,13-Jul-12,,9-Nov-12,,,9-Nov-12,28-Feb-14,OPTOUTNETWKCLOSE
8663826,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663844,Network,N,,,,,6,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,Unit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8663848,Network,N,,NETPOR,,,6,6.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,Unit,LOW,LOW,Unit,NONE,MED,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,13-Jul-12,,18-Oct-12,,,18-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8663890,Network,N,NETDPRPPE,,,,72,84.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,HI,SeparateHouse,LOW,HI,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,22-Oct-11,,6-Dec-12,,,6-Dec-12,28-Feb-14,OPTOUTNETWKCLOSE
8663932,Network,N,,NETPOR,,,100,100.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,HI,HI,SeparateHouse,LOW,HI,Ducted,2.0,2.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,10-Aug-12,,8-Jun-13,,,8-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8664014,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Jul-12,,,,,,,
8664020,Network,N,,,,,84,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,2-Jul-12,,,,,,,
8664048,Network,N,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,18-Jul-12,,,,,,,
8664056,Network,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Jul-12,,,,,,,
8664074,Network,N,,,,,48,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,11-May-12,,,,,,,
8664090,Control,Y,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,8-Jun-12,,,,,,,
8664100,Network,N,,,,,0,24.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,MED,MED,,1.0,0.0,N,Y,N,N,N,N,N,N,N,N,Y,20-Jul-12,,,,,,,
8664102,Network,N,,,,,36,36.0,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,MED,HI,SplitSystem,1.0,1.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,11-May-12,,,,,,,
8664124,Network,N,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,20-Aug-12,,,,,,,
8664130,Control,Y,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,21-Aug-12,,,,,,,
8664150,Control,Y,,,,,50,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,23-Jul-12,,,,,,,
8664156,Network,N,,NETPOR,,,48,48.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,7-Jul-12,,11-Jun-13,,,11-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8664162,Network,N,NETDPRPPE,,,,36,40.0,Domestic,2,0,0,1,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,NONE,SplitSystem,1.0,2.0,Y,Y,Y,Y,Y,Y,Y,Y,N,N,Y,8-Jun-12,,19-Feb-13,,,19-Feb-13,28-Feb-14,OPTOUTNETWKCLOSE
8664246,Network,N,,,,,38,36.0,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,SeparateHouse,NONE,HI,SplitSystem,1.0,0.0,N,N,Y,N,N,Y,N,Y,N,N,Y,4-Jul-12,,,,,,,
8664248,Network,N,,NETPOR,,,74,72.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,MED,HI,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,Y,N,N,N,N,N,Y,N,N,Y,9-Jul-12,,27-Oct-12,,,27-Oct-12,28-Feb-14,OPTOUTNETWKCLOSE
8664254,Network,N,,,,,38,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,12-Jul-12,,,,,,,
8664264,Network,N,,,,,0,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Jul-12,,,,,,,
8664268,Network,N,,,,,0,2.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,NONE,MED,SplitSystem,1.0,2.0,N,N,Y,Y,N,Y,N,Y,N,N,N,6-Jul-12,,,,,,,
8664272,Control,Y,,,,,0,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,25-Jul-12,,,,,,,
8664286,Network,N,,,,,72,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,6-Jul-12,,,,,,,
8664296,Network,N,,,,,36,40.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,NONE,LOW,,1.0,0.0,N,N,Y,N,N,Y,N,N,Y,N,N,26-Jun-12,,,,,,,
8664382,Network,N,,,,,2,0.0,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,MED,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,0.0,N,N,N,N,N,N,N,Y,N,N,N,6-Jul-12,,,,,,,
8665070,Control,Y,,,,,84,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,HI,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,13-Jul-12,,,,,,,
8665582,Control,Y,,,,,48,,Domestic,1,0,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,MED,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,30-Mar-12,,,,,,,
8665782,Network,N,,NETPOR,,,12,14.0,Domestic,1,1,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,LOW,SeparateHouse,LOW,HI,SplitSystem,2.0,1.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,3-Apr-12,,14-Jun-13,,,14-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8665788,Network,N,,NETPOR,,,36,52.0,Domestic,1,0,0,0,0,Trial Closed,5,Warm temperate,NotUnit,LOW,MED,SeparateHouse,LOW,MED,SplitSystem,1.0,1.0,N,Y,Y,Y,Y,Y,N,Y,N,N,Y,4-Feb-12,,14-Jun-13,,,14-Jun-13,28-Feb-14,OPTOUTNETWKCLOSE
8665898,Network,N,,,,,12,,Domestic,1,1,0,0,0,Not a Customer,5,Warm temperate,NotUnit,LOW,LOW,,,,,,,N,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,28-Jan-12,,,,,,,
